orderid,date,prodnumber,prodname,categoryname,customerid,firstname,lastname,customercity,customerstate,quantity,price,total
232,2020-02-16,EB514,Polar Robots,eBooks,1198,Aurore,Rudinger,Odessa,Texas,2,23.99,47.98
233,2020-02-16,DS303,DTD-7000 Drone,Drones,962,Nari,Sexcey,Saginaw,Michigan,1,450,450
234,2020-02-16,EB504,Cartesian Robots,eBooks,1114,Benedikt,Isson,Minneapolis,Minnesota,4,12.99,51.96
235,2020-02-16,TV813,Virtual Reality Basics,Training Videos,1123,Nina,Bukac,Salt Lake City,Utah,3,29.99,89.97
236,2020-02-16,RS704,RLK-9920 Robot,Robots,1457,Daveen,Ottey,Aiken,South Carolina,3,699,2097
237,2020-02-16,DS302,DC-304 Drone,Drones,132,Jerrilyn,Doubrava,Saint Louis,Missouri,5,395,1975
238,2020-02-16,DS301,DA-SA702 Drone,Drones,1946,Banky,Shavel,Atlanta,Georgia,3,399,1197
239,2020-02-16,EB511,Helicopter Drones,eBooks,1879,Lavena,Hacard,Knoxville,Tennessee,3,20.95,62.849999999999994
240,2020-02-17,EB511,Helicopter Drones,eBooks,422,Lucita,Lesper,Des Moines,Iowa,4,20.95,83.8
241,2020-02-17,TV811,Understanding Drone Regulations,Training Videos,1861,Jerrome,Dowling,Saginaw,Michigan,3,27.5,82.5
242,2020-02-18,EB502,Building Your First Robot,eBooks,633,Burnard,Stichel,Garland,Texas,4,24.95,99.8
243,2020-02-18,DK207,BYOD-400S,Drone Kits,1932,Delmore,Stuart,Little Rock,Arkansas,6,129.95,779.6999999999999
244,2020-02-18,BP102,Bsquare Robot Blueprint,Blueprints,1447,Mace,Ponde,Boise,Idaho,4,8.99,35.96
245,2020-02-18,DK208,BYOD-500,Drone Kits,973,Matty,Brabender,Miami,Florida,4,167,668
246,2020-02-18,DK201,BYOD-100,Drone Kits,2082,Richy,Mateiko,El Paso,Texas,5,54,270
247,2020-02-18,TV812,Understanding Raspberry PI,Training Videos,735,Hubey,Haw,Boise,Idaho,3,28.99,86.97
248,2020-02-18,DS301,DA-SA702 Drone,Drones,1434,Nicola,Fulham,San Francisco,California,5,399,1995
249,2020-02-19,EB516,RTF Drones,eBooks,724,Esther,Weeden,Erie,Pennsylvania,2,16.99,33.98
250,2020-02-19,RS705,RQTE-554 Robot,Robots,867,Cecilius,Bentinck,New York City,New York,6,684,4104
251,2020-02-20,BP110,Sleepy Eye Blueprint,Blueprints,1909,Eleni,Nardi,Cape Coral,Florida,5,11.99,59.95
252,2020-02-20,EB506,Delta Robots,eBooks,1928,Clerissa,Gallehock,Denver,Colorado,4,16.99,67.96
253,2020-02-20,DK205,BYOD-350,Drone Kits,126,Christoforo,Lanney,Canton,Ohio,5,89.95,449.75
254,2020-02-20,DK204,BYOD-300,Drone Kits,678,Christyna,Ciobutaru,Charlotte,North Carolina,4,89,356
255,2020-02-21,EB519,Spherical Robots,eBooks,1950,Oralle,Phythian,Evansville,Indiana,4,16.75,67
256,2020-02-21,RS704,RLK-9920 Robot,Robots,1946,Banky,Shavel,Atlanta,Georgia,5,699,3495
257,2020-02-21,DK207,BYOD-400S,Drone Kits,1480,Bryna,Cumberpatch,Birmingham,Alabama,2,129.95,259.9
258,2020-02-21,BP107,Ladybug Robot Blueprint,Blueprints,1647,Kellsie,Smeeton,Tulsa,Oklahoma,3,12,36
259,2020-02-21,BP105,Creature Robot Arms Blueprint,Blueprints,1578,Marleah,Suggett,Cincinnati,Ohio,3,12,36
260,2020-02-21,DK209,BYOD-550,Drone Kits,1226,Bail,MacKintosh,Lincoln,Nebraska,5,179,895
261,2020-02-21,TV811,Understanding Drone Regulations,Training Videos,1204,Fedora,Phebee,South Bend,Indiana,5,27.5,137.5
262,2020-02-21,BP108,Panda Robot Blueprint,Blueprints,198,Halley,Brisley,Omaha,Nebraska,5,7.99,39.95
263,2020-02-21,TV801,Aerial Security,Training Videos,340,Raimundo,Avard,Oakland,California,3,36.99,110.97
264,2020-02-22,BP106,Hexacopter Drone Blueprint,Blueprints,1006,Betteann,Grace,Grand Junction,Colorado,4,8.99,35.96
265,2020-02-24,BP110,Sleepy Eye Blueprint,Blueprints,497,Daron,McGrorty,Elizabeth,New Jersey,2,11.99,23.98
266,2020-02-24,EB519,Spherical Robots,eBooks,2101,Sal,Locock,New Haven,Connecticut,2,16.75,33.5
267,2020-02-24,DK201,BYOD-100,Drone Kits,1454,Oswell,Gottschalk,Minneapolis,Minnesota,1,54,54
268,2020-02-24,RK604,BYOR-2640S,Robot Kits,2099,Aldin,Walsh,Mesa,Arizona,2,189,378
269,2020-02-24,TV808,Robotic Essentials,Training Videos,28,Brok,De Morena,Corpus Christi,Texas,2,34.99,69.98
270,2020-02-24,TV812,Understanding Raspberry PI,Training Videos,146,Monte,Scutter,Newark,New Jersey,1,28.99,28.99
271,2020-02-25,DS304,DTE-QFN20 Drone,Drones,813,Sollie,Ixer,Mobile,Alabama,2,250,500
272,2020-02-25,EB519,Spherical Robots,eBooks,1603,Trstram,Hamil,Detroit,Michigan,1,16.75,16.75
273,2020-02-25,EB520,Understanding Arduino,eBooks,505,Cornela,Bunnell,Memphis,Tennessee,3,17.5,52.5
274,2020-02-25,RS703,RCB-889 Robot,Robots,119,Haleigh,Coulter,Inglewood,California,3,549,1647
275,2020-02-25,EB511,Helicopter Drones,eBooks,1421,Joanie,Ponsford,El Paso,Texas,3,20.95,62.849999999999994
276,2020-02-25,EB509,GPS Drones,eBooks,1959,Knox,Bulford,Saint Louis,Missouri,5,19.99,99.94999999999999
277,2020-02-25,RK607,BYOR-4005,Robot Kits,1863,Kelley,Garrold,Evansville,Indiana,3,245,735
278,2020-02-25,EB521,Understanding Artificial Intelligence,eBooks,680,Giacinta,Semered,Washington,District of Columbia,1,19.5,19.5
279,2020-02-25,BP105,Creature Robot Arms Blueprint,Blueprints,1742,Gabriela,Brushneen,Peoria,Illinois,4,12,48
280,2020-02-25,BP107,Ladybug Robot Blueprint,Blueprints,1608,Nicolais,Yerson,Lafayette,Indiana,3,12,36
281,2020-02-26,EB512,Multi Rotor Drones,eBooks,607,Louisette,Ditch,Beaufort,South Carolina,3,24.95,74.85
282,2020-02-26,DK206,BYOD-400,Drone Kits,1802,Stan,Maro,Philadelphia,Pennsylvania,3,119,357
283,2020-02-26,EB514,Polar Robots,eBooks,1500,Pattin,Wallman,Stamford,Connecticut,4,23.99,95.96
284,2020-02-26,EB520,Understanding Arduino,eBooks,1911,Winnifred,Oxlee,Miami,Florida,5,17.5,87.5
285,2020-02-26,TV807,Open Source Code,Training Videos,915,Henrieta,Geeraert,Clearwater,Florida,5,32.95,164.75
286,2020-02-26,EB508,Fixed Wing Drones,eBooks,653,Elianore,Petegree,Spokane,Washington,2,15.5,31
287,2020-02-27,RK602,BYOR-1000,Robot Kits,1187,Mahmud,Mitroshinov,San Francisco,California,4,189,756
288,2020-02-27,TV804,Drone Video Techniques,Training Videos,580,Staci,Zollner,San Diego,California,4,37.99,151.96
289,2020-02-28,EB511,Helicopter Drones,eBooks,133,Roby,Pitts,Savannah,Georgia,5,20.95,104.75
290,2020-02-28,RS707,RXW-9807 Robot,Robots,1334,Adel,Duberry,Trenton,New Jersey,3,599,1797
291,2020-02-28,EB519,Spherical Robots,eBooks,522,Patricia,Sherrott,Newark,Delaware,4,16.75,67
292,2020-02-28,EB502,Building Your First Robot,eBooks,1851,Suki,Dixcee,Lafayette,Louisiana,4,24.95,99.8
293,2020-02-28,DS305,DTI-84 Drone,Drones,705,Esmeralda,McRory,Birmingham,Alabama,4,455,1820
294,2020-02-29,EB518,Single Rotor Drones,eBooks,363,Anselm,Broke,Los Angeles,California,1,14.99,14.99
295,2020-02-29,RS703,RCB-889 Robot,Robots,599,Ricky,Hutchin,Washington,District of Columbia,5,549,2745
296,2020-03-01,DK204,BYOD-300,Drone Kits,1474,Myrna,Bermingham,Chico,California,3,89,267
297,2020-03-01,BP105,Creature Robot Arms Blueprint,Blueprints,1309,Hamel,Jamme,Santa Rosa,California,4,12,48
298,2020-03-01,RS703,RCB-889 Robot,Robots,1258,Diahann,Hoult,Los Angeles,California,3,549,1647
299,2020-03-01,EB511,Helicopter Drones,eBooks,1565,Ward,Kilcullen,Lancaster,Pennsylvania,3,20.95,62.849999999999994
300,2020-03-01,RK603,BYOR-1500,Robot Kits,358,Ethelred,Cleworth,Columbus,Ohio,2,189,378
301,2020-03-02,RK602,BYOR-1000,Robot Kits,2041,Valentina,Rennocks,Evansville,Indiana,4,189,756
302,2020-03-02,DS303,DTD-7000 Drone,Drones,2022,Gaultiero,Sweeting,Silver Spring,Maryland,4,450,1800
303,2020-03-02,TV804,Drone Video Techniques,Training Videos,1688,Arabella,Cristoferi,Simi Valley,California,2,37.99,75.98
304,2020-03-02,EB506,Delta Robots,eBooks,1223,Pascal,Leber,Billings,Montana,2,16.99,33.98
305,2020-03-02,DK205,BYOD-350,Drone Kits,1712,Nolly,Kippax,Washington,District of Columbia,5,89.95,449.75
306,2020-03-02,DK202,BYOD-200,Drone Kits,423,Em,Blackader,Stockton,California,2,58.95,117.9
307,2020-03-02,BP110,Sleepy Eye Blueprint,Blueprints,1711,Michal,Heaps,Saint Paul,Minnesota,2,11.99,23.98
308,2020-03-02,BP109,QuadroCopter Blueprint,Blueprints,912,Jillane,McKirton,Kansas City,Missouri,5,10.99,54.95
309,2020-03-02,DS304,DTE-QFN20 Drone,Drones,1570,Mirelle,Swaby,Minneapolis,Minnesota,4,250,1000
310,2020-03-03,RK605,BYOR-3000,Robot Kits,1726,Odelle,Walsh,Chicago,Illinois,3,214,642
311,2020-03-03,TV805,Industrial 3D Printing,Training Videos,981,Nata,Cockett,Richmond,Virginia,2,49,98
312,2020-03-03,RS706,RWW-75 Robot,Robots,1884,Astrix,Fanning,Arlington,Texas,5,883,4415
313,2020-03-03,EB506,Delta Robots,eBooks,1289,Jany,Halliday,Portland,Oregon,3,16.99,50.97
314,2020-03-03,TV812,Understanding Raspberry PI,Training Videos,1209,Mordy,Braunston,Brooklyn,New York,3,28.99,86.97
315,2020-03-03,RS702,MICR-23K Robot,Robots,404,Ajay,Hardy,Madison,Wisconsin,1,899,899
316,2020-03-03,RS703,RCB-889 Robot,Robots,1102,Roland,Shiel,Brooklyn,New York,3,549,1647
317,2020-03-03,DS302,DC-304 Drone,Drones,1520,Jeanne,Easter,Washington,District of Columbia,3,395,1185
318,2020-03-03,EB508,Fixed Wing Drones,eBooks,2045,Pavlov,Jermey,Santa Fe,New Mexico,4,15.5,62
319,2020-03-04,DK208,BYOD-500,Drone Kits,1445,Inna,Durnill,Fresno,California,1,167,167
320,2020-03-04,EB513,Photograph Drones,eBooks,183,Ricoriki,Hargreaves,Columbus,Ohio,5,14.99,74.95
321,2020-03-04,BP108,Panda Robot Blueprint,Blueprints,1923,Stanton,Hasnip,Tucson,Arizona,2,7.99,15.98
322,2020-03-05,TV808,Robotic Essentials,Training Videos,1880,Drona,Levermore,New York City,New York,4,34.99,139.96
323,2020-03-06,DK204,BYOD-300,Drone Kits,321,Vicky,Ilyinski,Oklahoma City,Oklahoma,3,89,267
324,2020-03-06,DK202,BYOD-200,Drone Kits,902,Robb,Keelan,Trenton,New Jersey,2,58.95,117.9
325,2020-03-06,EB513,Photograph Drones,eBooks,281,Malvin,Ousley,Boynton Beach,Florida,1,14.99,14.99
326,2020-03-07,BP107,Ladybug Robot Blueprint,Blueprints,6,Geoffry,Bonde,San Francisco,California,5,12,60
327,2020-03-07,TV806,Mapping with Drones,Training Videos,1909,Eleni,Nardi,Cape Coral,Florida,4,49,196
328,2020-03-07,DS301,DA-SA702 Drone,Drones,1582,Kimberley,Lye,Syracuse,New York,5,399,1995
329,2020-03-07,RK602,BYOR-1000,Robot Kits,1374,Othilie,Lakes,Saint Petersburg,Florida,5,189,945
330,2020-03-08,RK603,BYOR-1500,Robot Kits,1694,Robinia,Balog,Birmingham,Alabama,2,189,378
331,2020-03-08,RS705,RQTE-554 Robot,Robots,1223,Pascal,Leber,Billings,Montana,1,684,684
332,2020-03-08,DS302,DC-304 Drone,Drones,1648,Alec,Christol,Charleston,South Carolina,5,395,1975
333,2020-03-08,EB506,Delta Robots,eBooks,1783,Perry,Brace,Columbia,South Carolina,5,16.99,84.94999999999999
334,2020-03-09,TV805,Industrial 3D Printing,Training Videos,1078,Johnathan,Ramsbotham,Topeka,Kansas,6,49,294
335,2020-03-09,DS307,MICR-564K Drone,Drones,1149,Margarette,Tebbit,Asheville,North Carolina,1,499,499
336,2020-03-09,TV813,Virtual Reality Basics,Training Videos,1238,Vonni,Haslam,Springfield,Illinois,3,29.99,89.97
337,2020-03-09,EB507,Drone Building Essentials,eBooks,1193,Corrinne,Tacey,Milwaukee,Wisconsin,6,13.99,83.94
338,2020-03-09,RK602,BYOR-1000,Robot Kits,797,Bethany,Scogin,Saint Louis,Missouri,4,189,756
339,2020-03-09,RS702,MICR-23K Robot,Robots,134,Abramo,Jentzsch,Fullerton,California,3,899,2697
340,2020-03-10,TV804,Drone Video Techniques,Training Videos,460,Shaun,Souttar,Austin,Texas,1,37.99,37.99
341,2020-03-10,BP101,All Eyes Drone Blueprint,Blueprints,1072,Henrieta,Cubberley,Aurora,Colorado,3,9.99,29.97
342,2020-03-10,EB506,Delta Robots,eBooks,760,Ahmad,Lonie,Bellevue,Washington,2,16.99,33.98
343,2020-03-10,RK604,BYOR-2640S,Robot Kits,331,Tiena,McGarry,Washington,District of Columbia,4,189,756
344,2020-03-11,BP108,Panda Robot Blueprint,Blueprints,426,Christen,Loins,Oklahoma City,Oklahoma,4,7.99,31.96
345,2020-03-11,RK605,BYOR-3000,Robot Kits,1073,Jenilee,Deaconson,Winston Salem,North Carolina,3,214,642
346,2020-03-11,BP110,Sleepy Eye Blueprint,Blueprints,1899,Shirl,Pumfrey,Baton Rouge,Louisiana,3,11.99,35.97
347,2020-03-12,EB501,Articulated Robots,eBooks,1025,Tommy,Pickworth,Charlotte,North Carolina,3,23.99,71.97
348,2020-03-12,BP108,Panda Robot Blueprint,Blueprints,2061,Berri,Andrick,Sterling,Virginia,2,7.99,15.98
349,2020-03-12,RS704,RLK-9920 Robot,Robots,1523,Stephan,Elliott,Wichita,Kansas,3,699,2097
350,2020-03-12,RK606,BYOR-3535,Robot Kits,508,Deena,Marrill,Irving,Texas,2,225,450
351,2020-03-13,RS706,RWW-75 Robot,Robots,200,Lianne,Chippindall,Washington,District of Columbia,4,883,3532
352,2020-03-13,DS306,DX-145 Drone,Drones,2090,Farrel,Raylton,Englewood,Colorado,5,250,1250
353,2020-03-13,RS703,RCB-889 Robot,Robots,1847,Alexis,Cripps,Dallas,Texas,2,549,1098
354,2020-03-13,DS302,DC-304 Drone,Drones,1502,Thorvald,Rippen,Moreno Valley,California,5,395,1975
355,2020-03-13,BP110,Sleepy Eye Blueprint,Blueprints,1850,Jacques,Simonsen,Silver Spring,Maryland,4,11.99,47.96
356,2020-03-14,TV812,Understanding Raspberry PI,Training Videos,2044,Burch,Veall,Lexington,Kentucky,3,28.99,86.97
357,2020-03-14,RK604,BYOR-2640S,Robot Kits,1203,Rebeka,Espinosa,Terre Haute,Indiana,5,189,945
358,2020-03-14,TV802,AI for Educators,Training Videos,187,Andrej,Bentley,Atlanta,Georgia,5,49.95,249.75
359,2020-03-15,EB514,Polar Robots,eBooks,380,Renato,Wadeling,Lexington,Kentucky,1,23.99,23.99
360,2020-03-15,DK209,BYOD-550,Drone Kits,141,Waylin,Bernolet,Appleton,Wisconsin,4,179,716
361,2020-03-15,BP104,Cat Robot Blueprint,Blueprints,670,Minny,Possek,Flushing,New York,1,4.99,4.99
362,2020-03-15,BP110,Sleepy Eye Blueprint,Blueprints,2079,Herb,Antonetti,Chattanooga,Tennessee,4,11.99,47.96
363,2020-03-15,RK604,BYOR-2640S,Robot Kits,430,Jobye,Dobbinson,Odessa,Texas,2,189,378
364,2020-03-16,RS707,RXW-9807 Robot,Robots,274,Gennie,Kinge,Sacramento,California,4,599,2396
365,2020-03-16,RK603,BYOR-1500,Robot Kits,2114,Des,Scrace,Houston,Texas,3,189,567
366,2020-03-16,RS705,RQTE-554 Robot,Robots,675,Lucais,Pettus,Saint Louis,Missouri,3,684,2052
367,2020-03-17,RS705,RQTE-554 Robot,Robots,1503,Bentley,Wansbury,Manchester,New Hampshire,3,684,2052
368,2020-03-17,EB508,Fixed Wing Drones,eBooks,798,Bertram,Scopham,Durham,North Carolina,3,15.5,46.5
369,2020-03-17,TV806,Mapping with Drones,Training Videos,488,Bernadina,Hoys,Rochester,New York,5,49,245
370,2020-03-17,DS307,MICR-564K Drone,Drones,1573,Padraic,Osban,Sacramento,California,5,499,2495
371,2020-03-17,BP105,Creature Robot Arms Blueprint,Blueprints,2088,Chev,Rubbens,Houston,Texas,6,12,72
372,2020-03-17,EB504,Cartesian Robots,eBooks,1714,Everett,Bartels-Ellis,Rockford,Illinois,2,12.99,25.98
373,2020-03-18,BP110,Sleepy Eye Blueprint,Blueprints,1291,Alexei,Southall,Daytona Beach,Florida,1,11.99,11.99
374,2020-03-18,BP110,Sleepy Eye Blueprint,Blueprints,445,Leicester,Staines,Modesto,California,6,11.99,71.94
375,2020-03-18,RS702,MICR-23K Robot,Robots,2103,Cassaundra,Laurenzi,Pompano Beach,Florida,3,899,2697
376,2020-03-18,EB517,SCARA Robots,eBooks,1778,Tabby,O'Criane,Little Rock,Arkansas,3,19.5,58.5
377,2020-03-19,BP102,Bsquare Robot Blueprint,Blueprints,1092,Nappie,Seagood,Houston,Texas,3,8.99,26.97
378,2020-03-19,DK208,BYOD-500,Drone Kits,686,Andee,Ambrosi,Albany,New York,4,167,668
379,2020-03-20,EB505,Delivery Drones,eBooks,372,Lanni,Hyder,Oakland,California,3,14.99,44.97
380,2020-03-20,RS703,RCB-889 Robot,Robots,1935,Ryun,Tomkinson,Denver,Colorado,5,549,2745
381,2020-03-20,BP109,QuadroCopter Blueprint,Blueprints,1446,Joyce,Harborow,Dayton,Ohio,4,10.99,43.96
382,2020-03-21,RK607,BYOR-4005,Robot Kits,19,Major,Aynold,Madison,Wisconsin,5,245,1225
383,2020-03-21,TV805,Industrial 3D Printing,Training Videos,1907,Missy,Rodmell,Salt Lake City,Utah,3,49,147
384,2020-03-21,BP110,Sleepy Eye Blueprint,Blueprints,1111,Chrysler,Chadwick,Bakersfield,California,4,11.99,47.96
385,2020-03-21,BP104,Cat Robot Blueprint,Blueprints,940,Beatrisa,Drew-Clifton,Inglewood,California,6,4.99,29.94
386,2020-03-21,DK206,BYOD-400,Drone Kits,2077,Tracie,O'Keaveny,Houston,Texas,4,119,476
387,2020-03-22,TV809,Understanding 3D Printing,Training Videos,724,Esther,Weeden,Erie,Pennsylvania,4,42.99,171.96
388,2020-03-22,RK603,BYOR-1500,Robot Kits,22,Lucias,Stubbins,Chattanooga,Tennessee,5,189,945
389,2020-03-22,EB511,Helicopter Drones,eBooks,479,Enrique,Hynard,Hamilton,Ohio,5,20.95,104.75
390,2020-03-22,BP110,Sleepy Eye Blueprint,Blueprints,966,Yuri,O'Daly,Trenton,New Jersey,1,11.99,11.99
391,2020-03-22,BP102,Bsquare Robot Blueprint,Blueprints,1307,Olly,Fedoronko,Sunnyvale,California,4,8.99,35.96
392,2020-03-22,DK207,BYOD-400S,Drone Kits,1648,Alec,Christol,Charleston,South Carolina,4,129.95,519.8
393,2020-03-23,TV808,Robotic Essentials,Training Videos,1645,Amberly,Corney,Columbia,South Carolina,5,34.99,174.95000000000002
394,2020-03-23,EB503,Building Your Own Drone,eBooks,1539,Rinaldo,Lafayette,Burbank,California,4,24.99,99.96
395,2020-03-23,EB506,Delta Robots,eBooks,114,Maureen,Tolliday,Peoria,Illinois,4,16.99,67.96
396,2020-03-23,BP107,Ladybug Robot Blueprint,Blueprints,187,Andrej,Bentley,Atlanta,Georgia,1,12,12
397,2020-03-24,EB503,Building Your Own Drone,eBooks,1894,Brian,Crowther,Tucson,Arizona,3,24.99,74.97
398,2020-03-24,TV807,Open Source Code,Training Videos,551,Amabelle,Kleinmintz,Littleton,Colorado,4,32.95,131.8
399,2020-03-24,DK206,BYOD-400,Drone Kits,1695,Wilmer,Ahmed,Charleston,West Virginia,5,119,595
400,2020-03-24,TV808,Robotic Essentials,Training Videos,71,Darb,Meaddowcroft,Tacoma,Washington,4,34.99,139.96
401,2020-03-24,DK202,BYOD-200,Drone Kits,173,Dannie,Geockle,Ocala,Florida,3,58.95,176.85000000000002
402,2020-03-25,DS301,DA-SA702 Drone,Drones,354,Perle,Shellshear,Lafayette,Indiana,2,399,798
403,2020-03-25,DK202,BYOD-200,Drone Kits,252,Aurelie,McGeorge,Joliet,Illinois,4,58.95,235.8
404,2020-03-26,BP101,All Eyes Drone Blueprint,Blueprints,1256,Maud,Physick,Boise,Idaho,2,9.99,19.98
405,2020-03-26,DK203,BYOD-220,Drone Kits,170,Tyrone,Burnhams,Baltimore,Maryland,5,69,345
406,2020-03-26,DS307,MICR-564K Drone,Drones,2115,Llewellyn,Whillock,Detroit,Michigan,1,499,499
407,2020-03-27,TV813,Virtual Reality Basics,Training Videos,682,Georgeanne,Eaves,Hartford,Connecticut,3,29.99,89.97
408,2020-03-27,BP110,Sleepy Eye Blueprint,Blueprints,630,Phyllis,Lafranconi,Petaluma,California,2,11.99,23.98
409,2020-03-27,EB514,Polar Robots,eBooks,735,Hubey,Haw,Boise,Idaho,6,23.99,143.94
410,2020-03-27,BP108,Panda Robot Blueprint,Blueprints,897,Prisca,McTerlagh,Fresno,California,1,7.99,7.99
411,2020-03-27,RK606,BYOR-3535,Robot Kits,1147,Guinna,Garces,Saint Louis,Missouri,3,225,675
412,2020-03-27,TV804,Drone Video Techniques,Training Videos,1420,Lotti,McCuis,Lawrenceville,Georgia,3,37.99,113.97
413,2020-03-28,RS707,RXW-9807 Robot,Robots,1135,Dionne,Parysowna,Lexington,Kentucky,5,599,2995
414,2020-03-28,DS306,DX-145 Drone,Drones,356,Velma,Haws,Sacramento,California,5,250,1250
415,2020-03-28,EB504,Cartesian Robots,eBooks,1254,Roger,Gilbee,Mobile,Alabama,4,12.99,51.96
416,2020-03-29,EB505,Delivery Drones,eBooks,1566,Angelita,Bernaert,Albuquerque,New Mexico,5,14.99,74.95
417,2020-03-29,TV811,Understanding Drone Regulations,Training Videos,507,Sara-ann,Westby,Berkeley,California,1,27.5,27.5
418,2020-03-29,TV804,Drone Video Techniques,Training Videos,905,Fawnia,Follacaro,Lexington,Kentucky,4,37.99,151.96
419,2020-03-29,RS707,RXW-9807 Robot,Robots,1709,Marylee,Gemmill,New Orleans,Louisiana,3,599,1797
420,2020-03-29,TV810,Understanding Automation,Training Videos,420,Brigham,Kemet,Chicago,Illinois,4,44.95,179.8
421,2020-03-30,TV806,Mapping with Drones,Training Videos,319,Hartwell,Docwra,Denver,Colorado,2,49,98
422,2020-03-30,DK208,BYOD-500,Drone Kits,2088,Chev,Rubbens,Houston,Texas,2,167,334
423,2020-03-30,DS302,DC-304 Drone,Drones,18,Mead,Whiteley,Trenton,New Jersey,3,395,1185
424,2020-03-31,DK201,BYOD-100,Drone Kits,1559,Gunner,Malbon,Louisville,Kentucky,3,54,162
425,2020-03-31,EB514,Polar Robots,eBooks,415,Jacquie,Gethins,Boston,Massachusetts,2,23.99,47.98
426,2020-03-31,EB514,Polar Robots,eBooks,723,Portia,Kock,Salinas,California,4,23.99,95.96
427,2020-04-01,BP110,Sleepy Eye Blueprint,Blueprints,1749,Patsy,Emloch,Provo,Utah,3,11.99,35.97
428,2020-04-01,RS703,RCB-889 Robot,Robots,1503,Bentley,Wansbury,Manchester,New Hampshire,2,549,1098
429,2020-04-01,DK207,BYOD-400S,Drone Kits,406,Justus,Hamblington,Macon,Georgia,1,129.95,129.95
430,2020-04-01,DK208,BYOD-500,Drone Kits,635,Yehudi,Sabathe,Huntington,West Virginia,3,167,501
431,2020-04-01,BP110,Sleepy Eye Blueprint,Blueprints,231,Anissa,Androsik,Atlanta,Georgia,3,11.99,35.97
432,2020-04-01,TV810,Understanding Automation,Training Videos,1303,Regine,Christoffe,Baltimore,Maryland,1,44.95,44.95
433,2020-04-01,EB518,Single Rotor Drones,eBooks,553,Benedetta,Colly,Pensacola,Florida,1,14.99,14.99
434,2020-04-01,EB504,Cartesian Robots,eBooks,1041,Debor,Orhrt,Pueblo,Colorado,5,12.99,64.95
435,2020-04-01,DS307,MICR-564K Drone,Drones,400,Grant,Scandrett,Lexington,Kentucky,5,499,2495
436,2020-04-01,EB513,Photograph Drones,eBooks,1737,Karel,Lornsen,Cincinnati,Ohio,5,14.99,74.95
437,2020-04-02,TV803,Cloud Computing,Training Videos,1010,Fredrika,Steers,Cincinnati,Ohio,3,29.99,89.97
438,2020-04-02,RS704,RLK-9920 Robot,Robots,211,Lesli,Ormes,Carol Stream,Illinois,5,699,3495
439,2020-04-02,TV805,Industrial 3D Printing,Training Videos,1355,Fairfax,Bendle,Dallas,Texas,4,49,196
440,2020-04-03,DK203,BYOD-220,Drone Kits,763,Charil,Seear,Akron,Ohio,6,69,414
441,2020-04-03,BP101,All Eyes Drone Blueprint,Blueprints,1714,Everett,Bartels-Ellis,Rockford,Illinois,5,9.99,49.95
442,2020-04-03,BP105,Creature Robot Arms Blueprint,Blueprints,1389,Skipper,Bolger,Sacramento,California,3,12,36
443,2020-04-03,DS302,DC-304 Drone,Drones,1416,Bobby,Tissington,Dallas,Texas,4,395,1580
444,2020-04-03,EB511,Helicopter Drones,eBooks,1972,Car,Vasyutin,Evansville,Indiana,2,20.95,41.9
445,2020-04-03,RK602,BYOR-1000,Robot Kits,779,Tallie,Niezen,Las Vegas,Nevada,3,189,567
446,2020-04-03,EB516,RTF Drones,eBooks,1110,Karlotte,Brookesbie,Roanoke,Virginia,4,16.99,67.96
447,2020-04-03,TV802,AI for Educators,Training Videos,209,Earvin,Askell,New Orleans,Louisiana,1,49.95,49.95
448,2020-04-03,DK209,BYOD-550,Drone Kits,472,Aguste,Olanda,Johnstown,Pennsylvania,4,179,716
449,2020-04-03,RK605,BYOR-3000,Robot Kits,2067,Dell,Leuren,Dallas,Texas,1,214,214
450,2020-04-03,EB505,Delivery Drones,eBooks,190,Edwin,Rowan,Mesquite,Texas,5,14.99,74.95
451,2020-04-03,DS305,DTI-84 Drone,Drones,562,Kendell,Delleschi,Columbus,Georgia,5,455,2275
452,2020-04-03,DS302,DC-304 Drone,Drones,107,Aurea,Bluschke,San Jose,California,3,395,1185
453,2020-04-04,RS702,MICR-23K Robot,Robots,1418,Stanleigh,Geater,Kansas City,Missouri,2,899,1798
454,2020-04-04,EB505,Delivery Drones,eBooks,1815,Emily,McMurdo,Topeka,Kansas,3,14.99,44.97
